ShortItemNo    ;Shimanoitem              ;3rd item nr              ;barcode/ean  ;description line 1            ;description line 2                      ;T;  Price;SalesPr;Retail ;CNV;S;Itemgroup                     ;Brand          ;Filename picture                                  ;SaQ;A;
000000000596843;FBAX1602                 ;FBAX1602                 ;0022255469609;FBAX160 Section 2             ;                                        ;2;40.43;73.50;73.50;001;N;Fireblood Pole Sections       ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000596859;FBAX1307                 ;FBAX1307                 ;0022255469760;FBAX130 Section 7             ;                                        ;2;219.42;398.95;398.95;001;N;Fireblood Pole Sections       ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000596858;FBAX1306                 ;FBAX1306                 ;0022255469753;FBAX130 Section 6             ;                                        ;2;213.37;387.95;387.95;001;N;Fireblood Pole Sections       ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000596856;FBAX1304                 ;FBAX1304                 ;0022255469739;FBAX130 Section 4             ;                                        ;2;128.67;233.95;233.95;001;N;Fireblood Pole Sections       ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000596855;FBAX1303                 ;FBAX1303                 ;0022255469722;FBAX130 Section 3             ;                                        ;2;77.52;140.95;140.95;001;N;Fireblood Pole Sections       ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000596854;FBAX1302                 ;FBAX1302                 ;0022255469715;FBAX130 Section 2             ;                                        ;2;52.22;94.95;94.95;001;N;Fireblood Pole Sections       ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665826;EXTEGTLI2                ;EXTEGTLI2                ;             ;EXTEGTLI50/60 Section 2       ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665825;EXTEGTLI1                ;EXTEGTLI1                ;             ;EXTEGTLI50/60/70 Section 1    ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665824;EXTEGTFA2                ;EXTEGTFA2                ;             ;EXTEGTFA50/60 Section 2       ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665822;EXSMTEGT702              ;EXSMTEGT702              ;             ;EXSMTEGT70 section 2          ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665821;EXSMTEGT602              ;EXSMTEGT602              ;             ;EXSMTEGT60 section 2          ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665820;EXSMTEGT1                ;EXSMTEGT1                ;             ;EXSHTEGT60/70 section 1       ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665819;EXSHTEGT702              ;EXSHTEGT702              ;             ;EXSHTEGT70 section 2          ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665818;EXSHTEGT602              ;EXSHTEGT602              ;             ;EXSHTEGT60 section 2          ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001665817;EXSHTEGT1                ;EXSHTEGT1                ;             ;EXSHTEGT60/70 section 1       ;                                        ;2;12.07;21.95;21.95;001;N;Rod Sections (excl poles)     ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001779406;EXLCMP62L                ;EXLCMP62L                ;8717009884815;Cardiff Exlead Compe 62L      ;1,88m 6'2" 0,5-5g 2pc                   ;2;259.97;399.95;399.95;001;Y;.                             ;Shimano        ;1403_SKU_EXLCMP62L.jpg                            ;001;Y;
000000001779405;EXLCMP60UL               ;EXLCMP60UL               ;8717009884792;Cardiff Exlead Compe 60UL     ;1,83m 6'0" 0,4-4,5g 2pc                 ;2;259.97;399.95;399.95;001;Y;.                             ;Shimano        ;1403_SKU_EXLCMP60UL.jpg                           ;001;Y;
000000001779404;EXLCMP60SULS             ;EXLCMP60SULS             ;8717009884822;Cardiff Exlead Compe 60SULS   ;1,83m 6'0" 0,4-3,5g 2pc                 ;2;259.97;399.95;399.95;001;Y;.                             ;Shimano        ;1403_SKU_EXLCMP60SULS.jpg                         ;001;Y;
000000001779403;EXLCMP60SUL              ;EXLCMP60SUL              ;8717009884808;Cardiff Exlead Compe 60SULT   ;1,83m 6'0" 0,4-4g 2pc                   ;2;259.97;399.95;399.95;001;Y;.                             ;Shimano        ;1403_SKU_EXLCMP60SUL.jpg                          ;001;Y;
000000001779402;EXLCMP59L                ;EXLCMP59L                ;8717009884785;Cardiff Exlead Compe 59L      ;1,75m 5'9" 0,5-5g 2pc                   ;2;259.97;399.95;399.95;001;Y;.                             ;Shimano        ;1403_SKU_EXLCMP59L.jpg                            ;001;Y;
000000001779401;EXLCMP510XULP            ;EXLCMP510XULP            ;8717009884839;Cardiff Exlead Compe 510XULP  ;1,78m 5'10" 0,3-3g 2pc                  ;2;259.97;399.95;399.95;001;Y;.                             ;Shimano        ;1403_SKU_EXLCMP510XULP.jpg                        ;001;Y;
000000000926361;EXG500030                ;EXG500030                ;8717009810678;Exage 5000m 0,305mm           ;                                        ;2;20.48;40.95;40.95;001;N;Monofilament                  ;Shimano        ;Exage 150m Spool copy.jpg                         ;001;N;
000000000926294;EXG500025                ;EXG500025                ;8717009810661;Exage 5000m 0,255mm           ;                                        ;2;20.48;40.95;40.95;001;N;Monofilament                  ;Shimano        ;Exage 150m Spool copy.jpg                         ;001;N;
000000000926293;EXG500020                ;EXG500020                ;8717009810654;Exage 5000m 0,205mm           ;                                        ;2;14.48;28.95;28.95;001;N;Monofilament                  ;Shimano        ;Exage 150m Spool copy.jpg                         ;001;N;
000000000926292;EXG30040                 ;EXG30040                 ;8717009810562;Exage 300m 0,405mm            ;                                        ;2;4.48;8.95;8.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG30040.jpg                         ;001;N;
000000000926291;EXG30035                 ;EXG30035                 ;8717009810555;Exage 300m 0,355mm            ;                                        ;2;3.48;6.95;6.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG30035.jpg                         ;001;N;
000000000926290;EXG30030                 ;EXG30030                 ;8717009810548;Exage 300m 0,305mm            ;                                        ;2;3.25;6.49;6.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG30030.jpg                         ;001;N;
000000000926289;EXG30025                 ;EXG30025                 ;8717009810531;Exage 300m 0,255mm            ;                                        ;2;2.98;5.95;5.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG30025.jpg                         ;001;N;
000000000926288;EXG30022                 ;EXG30022                 ;8717009810524;Exage 300m 0,225mm            ;                                        ;2;2.75;5.49;5.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG30022.jpg                         ;001;N;
000000000926287;EXG30020                 ;EXG30020                 ;8717009810517;Exage 300m 0,205mm            ;                                        ;2;2.75;5.49;5.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG30020.jpg                         ;001;N;
000000000926286;EXG30018                 ;EXG30018                 ;8717009810500;Exage 300m 0,185mm            ;                                        ;2;2.48;4.95;4.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG30018.jpg                         ;001;N;
000000000926285;EXG15040                 ;EXG15040                 ;8717009810494;Exage 150m 0,405mm            ;                                        ;2;2.75;5.49;5.49;001;Y;Monofilament                  ;Shimano        ;20231023_SKU_EXG15040.jpg                         ;001;Y;
000000000926284;EXG15035                 ;EXG15035                 ;8717009810487;Exage 150m 0,355mm            ;                                        ;2;2.48;4.95;4.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15035.jpg                         ;001;N;
000000000926283;EXG15030                 ;EXG15030                 ;8717009810470;Exage 150m 0,305mm            ;                                        ;2;1.98;3.95;3.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15030.jpg                         ;001;N;
000000000926282;EXG15025                 ;EXG15025                 ;8717009810463;Exage 150m 0,255mm            ;                                        ;2;1.98;3.95;3.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15025.jpg                         ;001;N;
000000000926281;EXG15022                 ;EXG15022                 ;8717009810456;Exage 150m 0,225mm            ;                                        ;2;1.98;3.95;3.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15022.jpg                         ;001;N;
000000000926280;EXG15020                 ;EXG15020                 ;8717009810449;Exage 150m 0,205mm            ;                                        ;2;1.98;3.95;3.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15020.jpg                         ;001;N;
000000000926279;EXG15018                 ;EXG15018                 ;8717009810432;Exage 150m 0,185mm            ;                                        ;2;1.75;3.49;3.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15018.jpg                         ;001;N;
000000000926278;EXG15016                 ;EXG15016                 ;8717009810425;Exage 150m 0,165mm            ;                                        ;2;1.75;3.49;3.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15016.jpg                         ;001;N;
000000000926277;EXG15014                 ;EXG15014                 ;8717009810418;Exage 150m 0,145mm            ;                                        ;2;1.75;3.49;3.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15014.jpg                         ;001;N;
000000000926276;EXG15012                 ;EXG15012                 ;8717009810401;Exage 150m 0,125mm            ;                                        ;2;1.75;3.49;3.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG15012.jpg                         ;001;N;
000000000926360;EXG100050                ;EXG100050                ;8717009810647;Exage 1000m 0,505mm           ;                                        ;2;14.48;28.95;28.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG100050.jpg                        ;001;N;
000000000926275;EXG100040                ;EXG100040                ;8717009810630;Exage 1000m 0,405mm           ;                                        ;2;9.25;18.49;18.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG100040.jpg                        ;001;N;
000000000926274;EXG100035                ;EXG100035                ;8717009810623;Exage 1000m 0,355mm           ;                                        ;2;8.25;16.49;16.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG100035.jpg                        ;001;N;
000000000926273;EXG100030                ;EXG100030                ;8717009810616;Exage 1000m 0,305mm           ;                                        ;2;6.25;12.49;12.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG100030.jpg                        ;001;N;
000000000926272;EXG100025                ;EXG100025                ;8717009810609;Exage 1000m 0,255mm           ;                                        ;2;5.75;11.49;11.49;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG100025.jpg                        ;001;N;
000000000926271;EXG100022                ;EXG100022                ;8717009810593;Exage 1000m 0,225mm           ;                                        ;2;4.98;9.95;9.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG100022.jpg                        ;001;N;
000000000926270;EXG100020                ;EXG100020                ;8717009810586;Exage 1000m 0,205mm           ;                                        ;2;4.98;9.95;9.95;001;N;Monofilament                  ;Shimano        ;20231023_SKU_EXG100020.jpg                        ;001;N;
000000000926269;EXG100018                ;EXG100018                ;8717009810579;Exage 1000m 0,185mm           ;                                        ;2;4.48;8.95;8.95;001;N;Monofilament                  ;Shimano        ;Exage 150m Spool copy.jpg                         ;001;N;
000000000571995;EXCXAR7                  ;EXCXAR7                  ;0022255468367;EXCXAR145/130 Section 7       ;                                        ;2;54.97;99.95;99.95;001;N;Exage Pole Sections           ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000571994;EXCXAR6                  ;EXCXAR6                  ;0022255468350;EXCXAR145/130 Section 6       ;                                        ;2;58.27;105.95;105.95;001;N;Exage Pole Sections           ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000571986;EXCXAR2                  ;EXCXAR2                  ;0022255468275;EXCXAR145/130/115 Section 2   ;                                        ;2;24.17;43.95;43.95;001;N;Exage Pole Sections           ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000841444;EXCXAR1458               ;EXCXAR1458               ;             ;EXCXAR145 Section 8           ;                                        ;2;55.55;101.00;101.00;001;N;Exage Pole Sections           ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000571990;EXCXAR1156               ;EXCXAR1156               ;0022255468312;EXCXAR115 Section 6           ;                                        ;2;60.47;109.95;109.95;001;N;Exage Pole Sections           ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000553942;DFCP9507                 ;DFCP9507                 ;0022255467810;DFCP950 Section 7             ;                                        ;2;37.37;67.95;67.95;001;N;Diaflash Pole Sections        ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000553941;DFCP9506                 ;DFCP9506                 ;0022255467803;DFCP950 Section 6             ;                                        ;2;35.72;64.95;64.95;001;N;Diaflash Pole Sections        ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000553940;DFCP9505                 ;DFCP9505                 ;0022255467797;DFCP950 Section 5             ;                                        ;2;34.07;61.95;61.95;001;N;Diaflash Pole Sections        ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000553939;DFCP9504                 ;DFCP9504                 ;0022255467780;DFCP950 Section 4             ;                                        ;2;25.82;46.95;46.95;001;N;Diaflash Pole Sections        ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000464362;DFCP9503                 ;DFCP9503                 ;0022255132220;DFCP950 Section 3             ;                                        ;2;18.12;32.95;32.95;001;N;Diaflash Pole Sections        ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000464361;DFCP9502                 ;DFCP9502                 ;0022255132213;DIAFLASH CARP 950 SECTION 2   ;                                        ;2;18.57;30.95;30.95;001;N;Diaflash Competition          ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000553936;DFCP9501                 ;DFCP9501                 ;0022255467773;DFCP950 Section 1             ;                                        ;2;7.12;12.95;12.95;001;N;Diaflash Pole Sections        ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000000464358;DFCKIT5                  ;DFCKIT5                  ;0022255132206;DIAFLASH CARP KIT 5           ;                                        ;2;113.97;189.95;189.95;001;N;Diaflash Competition          ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;Y;
000000001785936;CURSXRS98XH              ;CURSXRS98XH              ;8717009892810;Rod Currentsniper XR S98XH    ;2,95m 9'8" 120g JIG150g 2pc             ;2;211.22;324.95;324.95;001;N;.                             ;Shimano        ;1403_SKU_CURSXRS98XH.jpg                          ;001;Y;
000000001785935;CURSXRS96MH              ;CURSXRS96MH              ;8717009892766;Rod Currentsniper XR S96MH    ;2,90m 9'6" 70g JIG90g 2pc               ;2;211.22;324.95;324.95;001;N;.                             ;Shimano        ;1403_SKU_CURSXRS96MH.jpg                          ;001;Y;
000000001785934;CURSXRS96M               ;CURSXRS96M               ;8717009892742;Rod Currentsniper XR S96M     ;2,90m 9'6" 56g JIG70g 2pc               ;2;211.22;324.95;324.95;001;N;.                             ;Shimano        ;1403_SKU_CURSXRS96M.jpg                           ;001;Y;
000000001785933;CURSXRS96H               ;CURSXRS96H               ;8717009892797;Rod Currentsniper XR S96H     ;2,90m 9'6" 100g JIG120g 2pc             ;2;211.22;324.95;324.95;001;N;.                             ;Shimano        ;1403_SKU_CURSXRS96H.jpg                           ;001;Y;
000000001785932;CURSXRS106MHPS           ;CURSXRS106MHPS           ;8717009892780;Rod Currentsniper XR S106MH/PS;3,20m 10'6" 70g JIG90g 2pc              ;2;211.22;324.95;324.95;001;N;.                             ;Shimano        ;1403_SKU_CURSXRS106MHPS.jpg                       ;001;N;
000000001785931;CURSXRS100MH             ;CURSXRS100MH             ;8717009892773;Rod Currentsniper XR S100MH   ;3,05m 10'0" 70g JIG90g 2pc              ;2;211.22;324.95;324.95;001;N;.                             ;Shimano        ;1403_SKU_CURSXRS100MH.jpg                         ;001;Y;
000000001785930;CURSXRS100M              ;CURSXRS100M              ;8717009892759;Rod Currentsniper XR S100M    ;3,05m 10'0" 56g JIG70g 2pc              ;2;211.22;324.95;324.95;001;N;.                             ;Shimano        ;1403_SKU_CURSXRS100M.jpg                          ;001;Y;
000000001785929;CURSXRS100H              ;CURSXRS100H              ;8717009892803;Rod Currentsniper XR S100H    ;3,05m 10'0" 100g JIG120g 2pc            ;2;211.22;324.95;324.95;001;N;.                             ;Shimano        ;1403_SKU_CURSXRS100H.jpg                          ;001;Y;
000000001785928;CURSBBS96MH              ;CURSBBS96MH              ;8717009892698;Rod Currentsniper BB S96MH    ;2,90m 9'6" 65g JIG80g 2pc               ;2;146.22;224.95;224.95;001;N;.                             ;Shimano        ;1403_SKU_CURSBBS96MH.jpg                          ;001;Y;
000000001785927;CURSBBS96M               ;CURSBBS96M               ;8717009892681;Rod Currentsniper BB S96M     ;2,90m 9'6" 45g JIG60g 2pc               ;2;146.22;224.95;224.95;001;N;.                             ;Shimano        ;1403_SKU_CURSBBS96M.jpg                           ;001;N;
000000001785926;CURSBBS96H               ;CURSBBS96H               ;8717009892728;Rod Currentsniper BB S96H     ;2,90m 9'6" 85g JIG100g 2pc              ;2;146.22;224.95;224.95;001;N;.                             ;Shimano        ;1403_SKU_CURSBBS96H.jpg                           ;001;Y;
000000001785925;CURSBBS106MH             ;CURSBBS106MH             ;8717009892711;Rod Currentsniper BB S106MH   ;3,20m 10'6" 65g JIG80g 2pc              ;2;146.22;224.95;224.95;001;N;.                             ;Shimano        ;1403_SKU_CURSBBS106MH.jpg                         ;001;Y;
000000001785924;CURSBBS100MH             ;CURSBBS100MH             ;8717009892704;Rod Currentsniper BB S100MH   ;3,05m 10'0" 65g JIG80g 2pc              ;2;146.22;224.95;224.95;001;N;.                             ;Shimano        ;1403_SKU_CURSBBS100MH.jpg                         ;001;Y;
000000001785923;CURSBBS100H              ;CURSBBS100H              ;8717009892735;Rod Currentsniper BB S100H    ;3,05m 10'0" 85g JIG100g 2pc             ;2;146.22;224.95;224.95;001;N;.                             ;Shimano        ;1403_SKU_CURSBBS100H.jpg                          ;001;Y;
000000001667276;CUMGL71XGK               ;CUMGL71XGK               ;0022255241328;Curado MGL K 71XG             ;(LH)                                    ;2;149.97;249.95;249.95;001;Y;Baitcasting                   ;Shimano        ;20200615_Curado MGL 71HG_Main.jpg                 ;001;Y;
000000001667275;CUMGL71HGK               ;CUMGL71HGK               ;0022255241304;Curado MGL K 71HG             ;(LH)                                    ;2;149.97;249.95;249.95;001;Y;Baitcasting                   ;Shimano        ;20200526_Curado MGL 71HG_Main.jpg                 ;001;Y;
000000001696027;CUMGL151HG               ;CUMGL151HG               ;0022255255844;Reel Curado MGL               ;151 HG Left Hand                        ;2;152.97;254.95;254.95;001;N;Baitcasting                   ;Shimano        ;20210811_Curado MGL151_01.jpg                     ;001;N;
000000001721277;CUDC201XG                ;CUDC201XG                ;0022255268547;Reel Curado DC                ;201 XG Left Hand                        ;2;204.72;314.95;314.95;001;N;Baitcasting                   ;Shimano        ;20220217_Curado_dc_200HG_DC.jpg                   ;001;Y;
000000001721276;CUDC201HG                ;CUDC201HG                ;0022255268523;Reel Curado DC                ;201 HG Left Hand                        ;2;204.72;314.95;314.95;001;N;Baitcasting                   ;Shimano        ;20220217_Curado_dc_200HG_DC.jpg                   ;001;Y;
000000001394187;CUDC151XG                ;CUDC151XG                ;0022255218900;CURADO DC 151 XG              ;(LH)                                    ;2;194.97;299.95;299.95;001;N;Baitcasting                   ;Shimano        ;20180815_Curado DC-Main.jpg                       ;001;N;
000000001394186;CUDC151HG                ;CUDC151HG                ;0022255218887;CURADO DC 151 HG              ;(LH)                                    ;2;194.97;299.95;299.95;001;N;Baitcasting                   ;Shimano        ;20180815_Curado DC-Main.jpg                       ;001;N;
000000001394185;CUDC151                  ;CUDC151                  ;0022255218863;CURADO DC 151                 ;(LH)                                    ;2;194.97;299.95;299.95;001;N;Baitcasting                   ;Shimano        ;20180815_Curado DC-Main.jpg                       ;001;N;
000000001693427;CUBFSXGR                 ;CUBFSXGR                 ;0022255253901;Curado BFS XG                 ;(RH)                                    ;2;149.97;249.95;249.95;001;N;Baitcasting                   ;Shimano        ;20210910_21SS_CURADO_BFS_XG_right_M.jpg           ;001;Y;
000000001693426;CUBFSXGL                 ;CUBFSXGL                 ;0022255253918;Curado BFS XG                 ;(LH)                                    ;2;149.97;249.95;249.95;001;Y;Baitcasting                   ;Shimano        ;20210910_21SS_CURADO_BFS_XG_left_M.jpg            ;001;Y;
000000001667271;CU301K                   ;CU301K                   ;0022255242516;Curado K 301                  ;(LH)                                    ;2;155.97;259.95;259.95;001;Y;Baitcasting                   ;Shimano        ;20200608_CURADO_300HG_P.jpg                       ;001;Y;
000000001667270;CU301HGK                 ;CU301HGK                 ;0022255242530;Curado K 301HG                ;(LH)                                    ;2;155.97;259.95;259.95;001;N;Baitcasting                   ;Shimano        ;20200608_CURADO_300HG_P.jpg                       ;001;Y;
000000001667269;CU300K                   ;CU300K                   ;0022255242509;Curado K 300                  ;(RH)                                    ;2;155.97;259.95;259.95;001;N;Baitcasting                   ;Shimano        ;20200608_CURADO_300HG_P.jpg                       ;001;Y;
000000001737926;CU201XGM                 ;CU201XGM                 ;0022255279215;Reel Curado M                 ;201 XG Left Hand                        ;2;137.97;229.95;229.95;001;Y;Baitcasting                   ;Shimano        ;20230913_CU201XGM.jpg                             ;001;Y;
000000001737925;CU201M                   ;CU201M                   ;0022255279178;Curado M                      ;201 Left Hand                           ;2;137.97;229.95;229.95;001;N;Baitcasting                   ;Shimano        ;20230913_CU201M.jpg                               ;001;Y;
000000001737924;CU201HGM                 ;CU201HGM                 ;0022255279192;Reel Curado M                 ;201 HG Left Hand                        ;2;137.97;229.95;229.95;001;Y;Baitcasting                   ;Shimano        ;20230913_CU201HGM.jpg                             ;001;Y;
000000001790894;CU151XGM                 ;CU151XGM                 ;0022255303354;Curado M                      ;151 XG Left Hand                        ;2;152.97;254.95;254.95;001;Y;.                             ;Shimano        ;20251009_SKU_CU151XGM.jpg                         ;001;Y;
000000001790892;CU151MGM                 ;CU151MGM                 ;0022255303316;Curado M                      ;151 Left Hand                           ;2;152.97;254.95;254.95;001;Y;.                             ;Shimano        ;20251009_SKU_CU151MGM.jpg                         ;001;Y;
000000001790890;CU151HGM                 ;CU151HGM                 ;0022255303330;Curado M                      ;151 HG Left Hand                        ;2;152.97;254.95;254.95;001;Y;.                             ;Shimano        ;20251009_SKU_CU151HGM.jpg                         ;001;Y;
000000001737965;CTCNQMD401XGLHB          ;CTCNQMD401XGLHB          ;0022255276177;Reel Calcutta Conquest MD     ;401 XG Left Hand Long Handle            ;2;349.97;499.95;499.95;001;N;Baitcasting                   ;Shimano        ;20230913_CTCNQMD401XGLHB.jpg                      ;001;Y;
000000001737922;CTCNQMD301XGLHB          ;CTCNQMD301XGLHB          ;0022255276146;Reel Calcutta Conquest MD     ;301 XG Left Hand Long Handle            ;2;349.97;499.95;499.95;001;N;Baitcasting                   ;Shimano        ;20230120_SKU_CTCNQMD301XGLHB.jpg                  ;001;Y;
000000001693425;CTCNQ201A                ;CTCNQ201A                ;0022255249560;Calcutta Conquest 201 A       ;(LH)                                    ;2;339.47;484.95;484.95;001;N;Baitcasting                   ;Shimano        ;20210722_CTCNQ100200A_01.jpg                      ;001;Y;
000000001790888;CS35BA                   ;CS35BA                   ;0022255304436;Big Pit Custom Spool 3500B    ;24BM, 25ALX                             ;2;20.97;29.95;29.95;001;Y;.                             ;Shimano        ;20251009_SKU_CS35BA.jpg                           ;001;Y;
000000001790887;CS35AA                   ;CS35AA                   ;0022255304429;Big Pit Custom Spool 3500A    ;22ULT, 23SPM, 24ULT XR                  ;2;20.97;29.95;29.95;001;Y;.                             ;Shimano        ;20251009_SKU_CS35AA.jpg                           ;001;Y;
000000001454881;CRAR6                    ;CRAR6                    ;8717009851602;CRAR 1150/1300 Sec. 6         ;                                        ;2;98.42;178.95;178.95;001;N;.                             ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000580350;CRAR5                    ;CRAR5                    ;0022255481021;CRAR130/115 Section 5         ;                                        ;2;71.47;129.95;129.95;001;N;Carp Cruncher Pole Sections   ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000580349;CRAR4                    ;CRAR4                    ;0022255481014;CRAR130/115 Section 4         ;                                        ;2;55.52;100.95;100.95;001;N;Carp Cruncher Pole Sections   ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000580348;CRAR3                    ;CRAR3                    ;0022255498937;CRAR130/115 Section 3         ;                                        ;2;40.12;72.95;72.95;001;N;Carp Cruncher Pole Sections   ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000580347;CRAR2                    ;CRAR2                    ;0022255498920;CRAR130/115 Section 2         ;                                        ;2;29.12;52.95;52.95;001;N;Carp Cruncher Pole Sections   ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000580354;CRAR1307                 ;CRAR1307                 ;0022255498999;CRAR130 Section 7             ;                                        ;2;94.11;171.10;171.10;001;N;Carp Cruncher Pole Sections   ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000580352;CRAR1157B                ;CRAR1157B                ;0022255498975;CRAR115 Section 7B            ;                                        ;2;103.37;187.95;187.95;001;N;Carp Cruncher Pole Sections   ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000000580346;CRAR1                    ;CRAR1                    ;0022255498913;CRAR130/115 Section 1         ;                                        ;2;26.37;47.95;47.95;001;N;Carp Cruncher Pole Sections   ;Shimano        ;Fish_No_Pic_Available_600x600.jpg                 ;001;N;
000000001772629;CIS151HGC                ;CIS151HGC                ;0022255285469;Reel Caius C                  ;151HG                                   ;2;54.42;98.95;98.95;001;N;Baitcasting                   ;Shimano        ;20240215_CIS151HGC.jpg                            ;001;Y;
000000001757859;CDFXRC2000SHG            ;CDFXRC2000SHG            ;0022255281508;Reel Cardiff XR               ;C2000S HG                               ;2;194.97;299.95;299.95;001;N;Front drag reels              ;Shimano        ;20230703_SKU_CDFXRC2000SHG_01.jpg                 ;001;Y;
000000001757858;CDFXRC2000S              ;CDFXRC2000S              ;0022255281492;Reel Cardiff XR               ;C2000S                                  ;2;194.97;299.95;299.95;001;N;Front drag reels              ;Shimano        ;20230703_SKU_CDFXRC2000S_01.jpg                   ;001;Y;
000000000209787;CDF401A                  ;CDF401A                  ;0022255066884;CARDIFF 401A                  ;                                        ;2;76.17;126.95;126.95;001;N;Baitcasting                   ;Shimano        ;20231006_SKU_CDF401A.jpg                          ;001;N;
000000000209785;CDF301A                  ;CDF301A                  ;0022255066860;CARDIFF 301A                  ;                                        ;2;73.17;121.95;121.95;001;N;Baitcasting                   ;Shimano        ;20231006_SKU_CDF301A.jpg                          ;001;Y;
000000001714526;CDC75XH2EUA              ;CDC75XH2EUA              ;8717009859929;Rod Curado Casting FAST       ;2,26m 7'5" 3/4- 1 1/2oz 2pc             ;2;105.57;175.95;175.95;001;N;.                             ;Shimano        ;20220114_Curado-Casting_Main.jpg                  ;001;N;
