ShortItemNo    ;Shimanoitem              ;3rd item nr              ;barcode/ean  ;description line 1            ;description line 2                      ;T;  Price;SalesPr;Retail ;CNV;S;Itemgroup                     ;Brand          ;Filename picture                                  ;SaQ;A;
000000001667160;59WPLM98S1A              ;59WPLM98S1A              ;0022255245913;Shimano Kairiki 8 3000m       ;Mantis Green  0.100mm/6.5kg             ;2;159.47;289.95;289.95;001;N;Braid                         ;Shimano        ;20190920_Bulk Spool_15_Green.jpg                  ;001;Y;
000000001708898;59WPLM98S18              ;59WPLM98S18              ;0022255267458;Line Kairiki 8                ;3000m 0.06mm 6.5kg Green                ;2;159.47;289.95;289.95;001;N;Braid                         ;Shimano        ;20210910_Bulk-Spool_15_Green.jpg                  ;001;Y;
000000001494949;59WPLA68R38              ;59WPLA68R38              ;0022255229999;Shimano Kairiki 8 300m        ;Yellow  0.280mm/29.3kg                  ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494948;59WPLA68R37              ;59WPLA68R37              ;0022255229982;Shimano Kairiki 8 300m        ;Yellow  0.230mm/22.5kg                  ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494947;59WPLA68R36              ;59WPLA68R36              ;0022255229975;Shimano Kairiki 8 300m        ;Yellow  0.215mm/20.8kg                  ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494946;59WPLA68R35              ;59WPLA68R35              ;0022255229968;Shimano Kairiki 8 300m        ;Yellow  0.200mm/17.1kg                  ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494945;59WPLA68R34              ;59WPLA68R34              ;0022255229951;Shimano Kairiki 8 300m        ;Yellow  0.190mm/12.0kg                  ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494944;59WPLA68R33              ;59WPLA68R33              ;0022255229944;Shimano Kairiki 8 300m        ;Yellow  0.160mm/10.3kg                  ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494943;59WPLA68R32              ;59WPLA68R32              ;0022255229937;Shimano Kairiki 8 300m        ;Yellow  0.130mm/8.2kg                   ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494942;59WPLA68R31              ;59WPLA68R31              ;0022255229920;Shimano Kairiki 8 300m        ;Yellow  0.100mm/6.5kg                   ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494941;59WPLA68R30              ;59WPLA68R30              ;0022255229913;Shimano Kairiki 8 300m        ;Yellow  0.060mm/5.3kg                   ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494940;59WPLA68R2B              ;59WPLA68R2B              ;0022255230261;Shimano Kairiki 8 300m        ;Multi  0.420mm/46.7kg                   ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494939;59WPLA68R2A              ;59WPLA68R2A              ;0022255230254;Shimano Kairiki 8 300m        ;Multi  0.350mm/39.5kg                   ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494938;59WPLA68R29              ;59WPLA68R29              ;0022255230247;Shimano Kairiki 8 300m        ;Multi  0.315mm/33.5kg                   ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494937;59WPLA68R28              ;59WPLA68R28              ;0022255230230;Shimano Kairiki 8 300m        ;Multi  0.280mm/29.3kg                   ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494936;59WPLA68R27              ;59WPLA68R27              ;0022255230223;Shimano Kairiki 8 300m        ;Multi  0.230mm/22.5kg                   ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494935;59WPLA68R26              ;59WPLA68R26              ;0022255230216;Shimano Kairiki 8 300m        ;Multi  0.215mm/20.8kg                   ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494934;59WPLA68R25              ;59WPLA68R25              ;0022255230209;Shimano Kairiki 8 300m        ;Multi  0.200mm/17.1kg                   ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494933;59WPLA68R24              ;59WPLA68R24              ;0022255230193;Shimano Kairiki 8 300m        ;Multi  0.190mm/12.0kg                   ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494932;59WPLA68R23              ;59WPLA68R23              ;0022255230186;Shimano Kairiki 8 300m        ;Multi  0.160mm/10.3kg                   ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494931;59WPLA68R22              ;59WPLA68R22              ;0022255230179;Shimano Kairiki 8 300m        ;Multi  0.130mm/8.2kg                    ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494930;59WPLA68R21              ;59WPLA68R21              ;0022255230162;Shimano Kairiki 8 300m        ;Multi  0.100mm/6.5kg                    ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494929;59WPLA68R20              ;59WPLA68R20              ;0022255230155;Shimano Kairiki 8 300m        ;Multi  0.060mm/5.3kg                    ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494925;59WPLA68R18              ;59WPLA68R18              ;0022255230117;Shimano Kairiki 8 300m        ;Steel Gray  0.280mm/29.3kg              ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494924;59WPLA68R17              ;59WPLA68R17              ;0022255230100;Shimano Kairiki 8 300m        ;Steel Gray  0.230mm/22.5kg              ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494923;59WPLA68R16              ;59WPLA68R16              ;0022255230094;Shimano Kairiki 8 300m        ;Steel Gray  0.215mm/20.8kg              ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494922;59WPLA68R15              ;59WPLA68R15              ;0022255230087;Shimano Kairiki 8 300m        ;Steel Gray  0.200mm/17.1kg              ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494921;59WPLA68R14              ;59WPLA68R14              ;0022255230070;Shimano Kairiki 8 300m        ;Steel Gray  0.190mm/12.0kg              ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494920;59WPLA68R13              ;59WPLA68R13              ;0022255230063;Shimano Kairiki 8 300m        ;Steel Gray  0.160mm/10.3kg              ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494919;59WPLA68R12              ;59WPLA68R12              ;0022255230056;Shimano Kairiki 8 300m        ;Steel Gray  0.130mm/8.2kg               ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494918;59WPLA68R11              ;59WPLA68R11              ;0022255230049;Shimano Kairiki 8 300m        ;Steel Gray  0.100mm/6.5kg               ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494917;59WPLA68R10              ;59WPLA68R10              ;0022255230032;Shimano Kairiki 8 300m        ;Steel Gray  0.060mm/5.3kg               ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;N;
000000001494916;59WPLA68R0B              ;59WPLA68R0B              ;0022255229906;Shimano Kairiki 8 300m        ;Mantis Green  0.420mm/46.7kg            ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494915;59WPLA68R0A              ;59WPLA68R0A              ;0022255229890;Shimano Kairiki 8 300m        ;Mantis Green  0.350mm/39.5kg            ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494914;59WPLA68R09              ;59WPLA68R09              ;0022255229883;Shimano Kairiki 8 300m        ;Mantis Green  0.315mm/33.5kg            ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494913;59WPLA68R08              ;59WPLA68R08              ;0022255229876;Shimano Kairiki 8 300m        ;Mantis Green  0.280mm/29.3kg            ;2;20.32;36.95;36.95;001;Y;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494912;59WPLA68R07              ;59WPLA68R07              ;0022255229869;Shimano Kairiki 8 300m        ;Mantis Green  0.230mm/22.5kg            ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494911;59WPLA68R06              ;59WPLA68R06              ;0022255229852;Shimano Kairiki 8 300m        ;Mantis Green  0.215mm/20.8kg            ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494910;59WPLA68R05              ;59WPLA68R05              ;0022255229845;Shimano Kairiki 8 300m        ;Mantis Green  0.200mm/17.1kg            ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494909;59WPLA68R04              ;59WPLA68R04              ;0022255229838;Shimano Kairiki 8 300m        ;Mantis Green  0.190mm/12.0kg            ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494908;59WPLA68R03              ;59WPLA68R03              ;0022255229821;Shimano Kairiki 8 300m        ;Mantis Green  0.160mm/10.3kg            ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494907;59WPLA68R02              ;59WPLA68R02              ;0022255229814;Shimano Kairiki 8 300m        ;Mantis Green  0.130mm/8.2kg             ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494906;59WPLA68R01              ;59WPLA68R01              ;0022255229807;Shimano Kairiki 8 300m        ;Mantis Green  0.100mm/6.5kg             ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494905;59WPLA68R00              ;59WPLA68R00              ;0022255229791;Shimano Kairiki 8 300m        ;Mantis Green  0.060mm/5.3kg             ;2;20.32;36.95;36.95;001;N;Braid                         ;Shimano        ;20180815_Kairiki Braid-Group Shot-1.jpg           ;001;Y;
000000001494901;59WPLA58R38              ;59WPLA58R38              ;0022255229517;Shimano Kairiki 8 150m        ;Yellow  0.280mm/29.3kg                  ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494900;59WPLA58R37              ;59WPLA58R37              ;0022255229500;Shimano Kairiki 8 150m        ;Yellow  0.230mm/22.5kg                  ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494899;59WPLA58R36              ;59WPLA58R36              ;0022255229494;Shimano Kairiki 8 150m        ;Yellow  0.215mm/20.8kg                  ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494898;59WPLA58R35              ;59WPLA58R35              ;0022255229487;Shimano Kairiki 8 150m        ;Yellow  0.200mm/17.1kg                  ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494897;59WPLA58R34              ;59WPLA58R34              ;0022255229470;Shimano Kairiki 8 150m        ;Yellow  0.190mm/12.0kg                  ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494896;59WPLA58R33              ;59WPLA58R33              ;0022255229463;Shimano Kairiki 8 150m        ;Yellow  0.160mm/10.3kg                  ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494895;59WPLA58R32              ;59WPLA58R32              ;0022255229456;Shimano Kairiki 8 150m        ;Yellow  0.130mm/8.2kg                   ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494894;59WPLA58R31              ;59WPLA58R31              ;0022255229449;Shimano Kairiki 8 150m        ;Yellow  0.100mm/6.5kg                   ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494893;59WPLA58R30              ;59WPLA58R30              ;0022255229432;Shimano Kairiki 8 150m        ;Yellow  0.060mm/5.3kg                   ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_yellow.jpg       ;001;Y;
000000001494880;59WPLA58R1B              ;59WPLA58R1B              ;0022255229661;Shimano Kairiki 8 150m        ;Steel Gray  0.420mm/46.7kg              ;2;10.97;19.95;19.95;001;N;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;N;
000000001494879;59WPLA58R1A              ;59WPLA58R1A              ;0022255229654;Shimano Kairiki 8 150m        ;Steel Gray  0.350mm/39.5kg              ;2;10.97;19.95;19.95;001;N;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494878;59WPLA58R19              ;59WPLA58R19              ;0022255229647;Shimano Kairiki 8 150m        ;Steel Gray  0.315mm/33.5kg              ;2;10.97;19.95;19.95;001;N;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494877;59WPLA58R18              ;59WPLA58R18              ;0022255229630;Shimano Kairiki 8 150m        ;Steel Gray  0.280mm/29.3kg              ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494876;59WPLA58R17              ;59WPLA58R17              ;0022255229623;Shimano Kairiki 8 150m        ;Steel Gray  0.230mm/22.5kg              ;2;10.97;19.95;19.95;001;N;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494875;59WPLA58R16              ;59WPLA58R16              ;0022255229616;Shimano Kairiki 8 150m        ;Steel Gray  0.215mm/20.8kg              ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494874;59WPLA58R15              ;59WPLA58R15              ;0022255229609;Shimano Kairiki 8 150m        ;Steel Gray  0.200mm/17.1kg              ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494873;59WPLA58R14              ;59WPLA58R14              ;0022255229593;Shimano Kairiki 8 150m        ;Steel Gray  0.190mm/12.0kg              ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494872;59WPLA58R13              ;59WPLA58R13              ;0022255229586;Shimano Kairiki 8 150m        ;Steel Gray  0.160mm/10.3kg              ;2;10.97;19.95;19.95;001;N;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494871;59WPLA58R12              ;59WPLA58R12              ;0022255229579;Shimano Kairiki 8 150m        ;Steel Gray  0.130mm/8.2kg               ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494870;59WPLA58R11              ;59WPLA58R11              ;0022255229562;Shimano Kairiki 8 150m        ;Steel Gray  0.100mm/6.5kg               ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494869;59WPLA58R10              ;59WPLA58R10              ;0022255229555;Shimano Kairiki 8 150m        ;Steel Gray  0.060mm/5.3kg               ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_grey.jpg         ;001;Y;
000000001494867;59WPLA58R0A              ;59WPLA58R0A              ;0022255229418;Shimano Kairiki 8 150m        ;Mantis Green  0.350mm/39.5kg            ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494866;59WPLA58R09              ;59WPLA58R09              ;0022255229401;Shimano Kairiki 8 150m        ;Mantis Green  0.315mm/33.5kg            ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494865;59WPLA58R08              ;59WPLA58R08              ;0022255229395;Shimano Kairiki 8 150m        ;Mantis Green  0.280mm/29.3kg            ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494864;59WPLA58R07              ;59WPLA58R07              ;0022255229388;Shimano Kairiki 8 150m        ;Mantis Green  0.230mm/22.5kg            ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494863;59WPLA58R06              ;59WPLA58R06              ;0022255229371;Shimano Kairiki 8 150m        ;Mantis Green  0.215mm/20.8kg            ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494862;59WPLA58R05              ;59WPLA58R05              ;0022255229364;Shimano Kairiki 8 150m        ;Mantis Green  0.200mm/17.1kg            ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494861;59WPLA58R04              ;59WPLA58R04              ;0022255229357;Shimano Kairiki 8 150m        ;Mantis Green  0.190mm/12.0kg            ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494860;59WPLA58R03              ;59WPLA58R03              ;0022255229340;Shimano Kairiki 8 150m        ;Mantis Green  0.160mm/10.3kg            ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494859;59WPLA58R02              ;59WPLA58R02              ;0022255229333;Shimano Kairiki 8 150m        ;Mantis Green  0.130mm/8.2kg             ;2;10.97;19.95;19.95;001;N;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494858;59WPLA58R01              ;59WPLA58R01              ;0022255229326;Shimano Kairiki 8 150m        ;Mantis Green  0.100mm/6.5kg             ;2;10.97;19.95;19.95;001;N;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001494857;59WPLA58R00              ;59WPLA58R00              ;0022255229319;Shimano Kairiki 8 150m        ;Mantis Green  0.060mm/5.3kg             ;2;10.97;19.95;19.95;001;Y;Braid                         ;Shimano        ;20190516_Kairiki Braid_Box Shots_green.jpg        ;001;Y;
000000001708654;59WCL74FU1V              ;59WCL74FU1V              ;0022255264990;Line Ocea EX Fluoro Leader    ;20m 1.051mm 130lb Clear                 ;2;22.48;44.95;44.95;001;N;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708653;59WCL74FU1T              ;59WCL74FU1T              ;0022255264983;Line Ocea EX Fluoro Leader    ;50m 0.916mm 100lb Clear                 ;2;21.48;42.95;42.95;001;N;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708652;59WCL74FU1P              ;59WCL74FU1P              ;0022255264976;Line Ocea EX Fluoro Leader    ;50m 0.787mm 80lb Clear                  ;2;17.98;35.96;35.96;001;N;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708651;59WCL74FU1M              ;59WCL74FU1M              ;0022255264969;Line Ocea EX Fluoro Leader    ;50m 0.713mm 60lb Clear                  ;2;16.47;32.94;32.94;001;Y;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708650;59WCL74FU1K              ;59WCL74FU1K              ;0022255264952;Line Ocea EX Fluoro Leader    ;50m 0.628mm 50lb Clear                  ;2;13.48;26.95;26.95;001;Y;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708649;59WCL74FU1J              ;59WCL74FU1J              ;0022255264945;Line Ocea EX Fluoro Leader    ;50m 0.577mm 40lb Clear                  ;2;11.48;22.95;22.95;001;Y;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708648;59WCL74FU1G              ;59WCL74FU1G              ;0022255264938;Line Ocea EX Fluoro Leader    ;50m 0.476mm 30lb Clear                  ;2;9.48;18.95;18.95;001;N;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708647;59WCL74FU1E              ;59WCL74FU1E              ;0022255264921;Line Ocea EX Fluoro Leader    ;50m 0.406mm 25lb Clear                  ;2;7.23;14.45;14.45;001;Y;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708646;59WCL74FU1D              ;59WCL74FU1D              ;0022255264914;Line Ocea EX Fluoro Leader    ;50m 0.377mm 20lb Clear                  ;2;6.73;13.45;13.45;001;Y;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708645;59WCL74FU1C              ;59WCL74FU1C              ;0022255264907;Line Ocea EX Fluoro Leader    ;50m 0.336mm 16lb Clear                  ;2;6.73;13.45;13.45;001;Y;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708644;59WCL74FU1A              ;59WCL74FU1A              ;0022255264891;Line Ocea EX Fluoro Leader    ;50m 0.293mm 12lb Clear                  ;2;5.23;10.45;10.45;001;N;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708643;59WCL74FU18              ;59WCL74FU18              ;0022255264884;Line Ocea EX Fluoro Leader    ;50m 0.265mm 10lb Clear                  ;2;5.23;10.45;10.45;001;Y;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708642;59WCL74FU16              ;59WCL74FU16              ;0022255264877;Line Ocea EX Fluoro Leader    ;50m 0.239mm 8lb Clear                   ;2;5.23;10.45;10.45;001;Y;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708641;59WCL74FU14              ;59WCL74FU14              ;0022255264860;Line Ocea EX Fluoro Leader    ;50m 0.204mm 6lb Clear                   ;2;5.23;10.45;10.45;001;N;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001708640;59WCL74FU12              ;59WCL74FU12              ;0022255264853;Line Ocea EX Fluoro Leader    ;50m 0.169mm 4lb Clear                   ;2;5.23;10.45;10.45;001;N;Monofilament                  ;Shimano        ;20210910_SHI_OCEA_LEADER.jpg                      ;001;Y;
000000001692525;59VZV107T08              ;59VZV107T08              ;0022255244787;Bantam Rattlin Sur-Vibe 247   ;59VZV107T08 SEXY SHAD                   ;2;9.07;16.49;16.49;001;N;Crankbait Spinning            ;Shimano        ;20200120_Bantam Rattlin Sur Vibe 247.jpg          ;001;N;
000000001692524;59VZV107T07              ;59VZV107T07              ;0022255244770;Bantam Rattlin Sur-Vibe 202   ;59VZV107T07 TIGER                       ;2;9.07;16.49;16.49;001;N;Crankbait Spinning            ;Shimano        ;20200120_Bantam Rattlin Sur Vibe 202.jpg          ;001;N;
000000001692523;59VZV107T06              ;59VZV107T06              ;0022255244763;Bantam Rattlin Sur-Vibe 201   ;59VZV107T06 BLACK GOLD                  ;2;9.07;16.49;16.49;001;N;Crankbait Spinning            ;Shimano        ;20200120_Bantam Rattlin Sur Vibe 201.jpg          ;001;N;
000000001692522;59VZV107T05              ;59VZV107T05              ;0022255244756;Bantam Rattlin Sur-Vibe 132   ;59VZV107T05 CHART GILL                  ;2;9.07;16.49;16.49;001;N;Crankbait Spinning            ;Shimano        ;20200120_Bantam Rattlin Sur Vibe 132.jpg          ;001;N;
000000001692518;59VZV107T01              ;59VZV107T01              ;0022255244718;Bantam Rattlin Sur-Vibe 107   ;59VZV107T01 MATTE GILL                  ;2;9.07;16.49;16.49;001;N;Crankbait Spinning            ;Shimano        ;20200120_Bantam Rattlin Sur Vibe 107.jpg          ;001;N;
000000001692517;59VZV107T00              ;59VZV107T00              ;0022255244701;Bantam Rattlin Sur-Vibe 106   ;59VZV107T00 HASU                        ;2;9.07;16.49;16.49;001;N;Crankbait Spinning            ;Shimano        ;20200120_Bantam Rattlin Sur Vibe 106.jpg          ;001;N;
000000001736062;59VZRV88V09              ;59VZRV88V09              ;0022255277822;Lure Bantam Undulator 88F FB  ;88mm 17g 010 Blackchart                 ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V09.jpg                          ;001;N;
000000001736061;59VZRV88V08              ;59VZRV88V08              ;0022255277815;Lure Bantam Undulator 88F FB  ;88mm 17g 009 Bw Shad                    ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V08.jpg                          ;001;N;
000000001736060;59VZRV88V07              ;59VZRV88V07              ;0022255277808;Lure Bantam Undulator 88F FB  ;88mm 17g 008 St Purple                  ;2;9.87;17.95;17.95;001;N;Crankbait Spinning            ;Shimano        ;20221117_59VZRV88V07.jpg                          ;001;N;
